user_id,messages_per_minute,unique_recipients,avg_time_between_msgs,repeated_message_ratio,night_activity_ratio,failed_message_ratio,is_bot
58,1.1768760099658768,8,59.73813904853165,0.09362671394132192,0.140276657111938,0.02331266407639177,0
59,3.4859181740751977,13,36.7359733138628,0.03181044469034721,0.1344779625597409,0.013338603181196196,0
60,4.5991723302222915,7,45.54933446556047,0.017408167531142927,0.00026925419131274,0.008979989072004797,0
61,1.5676208937356004,9,58.63489098483155,0.03918582964090789,0.15599766538210888,0.01816363981994498,0
62,3.357921428904397,12,98.03997761472745,0.06406355928025866,0.0467793862944407,0.029968649643599316,0
63,0.6193949174321887,5,33.237237903497245,0.06853953434460057,0.025514034914274175,0.00914322633774362,0
64,4.144435006345857,5,118.38403128554378,0.02034364751360912,0.17363385906530082,0.0037650716799234873,0
65,4.334816751433431,10,93.97303320855406,0.0077145168539581865,0.1453677662096475,0.0047820348011857975,0
66,3.1587496725605484,14,94.81919059789975,0.09563200933875277,0.18803663825041653,0.03728588331023937,0
67,3.9751014618349583,6,96.85998047885084,0.09439823053632096,0.18490449374638,0.04356258136993263,0
68,3.776849402916215,11,89.77562760734295,0.030362393814384027,0.14140305885451818,0.04847454497030891,0
69,4.136541708039877,14,113.27307404762549,0.024188888355414596,0.04215628987093765,0.04317423041845577,0
70,2.582059035513229,3,107.98626773611599,0.036948193403138034,0.061394456441803635,0.03925949422114207,0
71,0.6834881369964376,10,55.42362404447745,0.06445911747423437,0.12950329296867263,0.0036501796449813664,0
72,3.9649709889437488,13,73.95562204955051,0.042750183132811176,0.15000568242843826,0.046315413846059805,0
73,1.1434625692377614,12,23.628762261350214,0.08164107849650308,0.04325010563730578,0.016291229200972434,0
74,3.465157738595681,10,90.90137242870318,0.046116690125391005,0.0033351626979678307,0.011004503302363623,0
75,4.528430769592397,12,100.23543291592642,0.08288712762529588,0.046508266324171,0.047727692120875,0
76,3.783227802521288,7,43.905533219726564,0.05520693646533779,0.009090500087159193,0.04102760696278594,0
77,4.937948350158213,13,74.48477590845157,0.05636599710287622,0.19276463217569473,0.0020466972187172697,0
78,2.5504553875357083,10,49.05875598063551,0.006833410484560421,0.03900179608772317,0.003485971291686474,0
79,1.339551608230876,11,82.61761715931382,0.057191220385060075,0.1666408713193349,0.03986971789538893,0
80,0.7533647405682681,11,117.95508403817568,0.07848618229588802,0.13127717187695345,0.041082078488947765,0
81,2.9693020521496374,11,113.03188848378237,0.08976746726779566,0.0821714183680993,0.026879231284628293,0
82,1.5806552845018689,3,91.90774473538556,0.053502550459893286,0.029643492419864928,0.014900342859687771,0
83,1.9639864884346896,11,62.26891133961895,0.05646290509972632,0.01070289258260866,0.011563996415797773,0
84,3.423348045712466,10,108.93909161288443,0.06365386467533544,0.07230827975080771,0.04039328228419906,0
85,4.505024038179048,13,119.24154004894702,0.04156038959073355,0.04479650917301623,0.025407085933259715,0
86,2.6220928484757127,1,23.976596498856956,0.08205987576765866,0.12399371297483285,0.016461530767069726,0
87,0.9535010061984199,13,34.89997361492435,0.048186747927461665,0.08845045530391182,0.015609594189319398,0
88,1.590843795867861,9,36.4824675346762,0.07764893026510182,3.730563413262278e-05,0.0031102545762845494,0
89,2.148628294821613,1,101.87070571192328,0.05632889309538147,0.14724796202676663,0.018348070350360023,0
90,1.9737380848006159,7,118.17986932606276,0.07219292275156795,0.013338776281089771,0.013699439077150904,0
91,1.7536565256438137,8,20.381713412434713,0.04087772612291321,0.16594457326432488,0.041930444376698114,0
92,104.76719319129684,603,0.7317985972356151,0.8256787671812257,0.8510412834422483,0.3494974904350383,1
93,4.431103808480497,9,60.83063427594511,0.04433065095171754,0.13893075456203507,0.009346571472072346,0
94,0.7748508193468868,10,110.3607844346795,0.025488224891488234,0.14770117570210375,0.024405877171686748,0
95,2.2650982029487956,14,40.97529476836814,0.05136110465443246,0.008493981851306632,0.04303339108944426,0
96,1.0317417242974531,4,43.58575991436871,0.044881364574660604,0.046998855506938324,0.037241253776495654,0
97,399.8182256884341,777,1.467285680728897,0.8565200256559737,0.8694652276747361,0.4921044831265996,1
98,2.114737178555761,5,24.438777217085445,0.044638689026319484,0.10049817536538641,0.028421597716525165,0
99,3.83345877989392,11,81.64997268950835,0.09900863760674822,0.055151480888256256,0.020074880528243817,0
100,0.9822740510289922,2,62.14440415792474,0.07944856336484907,0.10471271590597116,0.016940651080242407,0
101,1.6330957650812874,2,31.573760667870538,0.08686396398234257,0.00291343095025578,0.04335886772256761,0
102,2.8129527012191486,13,49.64897812833153,0.07707425309055517,0.025473894689576216,0.042547594970340004,0
103,3.7156816521502805,14,39.39538672677749,0.07267492241681967,0.06296516587032977,0.0426827274470556,0
104,0.7070118890978874,1,103.26804693470432,0.006133095564328262,0.08675411320360352,0.01714194824027254,0
105,4.712696483723514,13,67.82552945759238,0.0514683617121439,0.16691819051905443,0.029611069966572024,0
106,4.968341582536851,8,60.397787632654826,0.0189815302972156,0.08928838435930975,0.0012382438788075601,0
107,1.3318450498648717,1,119.5480490704257,0.08665479817490869,0.06752986039984692,0.04631026009421726,0
108,4.529854528232902,2,98.2581939851338,0.0016061864981006147,0.15029058889186875,0.03403361866128685,0
109,3.267532520146264,3,67.43361099062139,0.04027643984622519,0.03653447684793363,0.04149106323586425,0
110,3.910307497089661,1,72.41591707261622,0.054670052055676835,0.02152283695197177,0.019863573642022986,0
111,4.491888909193028,8,101.06859279862663,0.03542677648410466,0.1264476301735722,0.01335375037281662,0
112,3.970716560086756,10,106.46861920335402,0.04985707995057092,0.12305073065648281,0.00409828673218311,0
113,1.1835621208053246,3,39.12604179145867,0.050008011827158264,0.1647212841596379,0.010451851869296114,0
114,0.592630224331111,6,83.79607933159701,0.07596114286997965,0.1119157708930684,0.00418624689226742,0
115,1.1618306641806706,2,85.1667918706426,0.09152571849178232,0.06365240827714518,0.02686702484215906,0
116,2.2955121674155863,1,57.005233467425526,0.08243268918792693,0.02270812846525734,0.042239879059407306,0
117,3.8777663823838626,8,83.75532644702298,0.034460408444755966,0.18538326926622162,0.024014712939567792,0
118,2.8967776990476044,5,116.62434107067982,0.0344781420072647,0.05961513010496455,0.011950726733297168,0
119,0.5695547743799034,13,28.26176634592687,0.09601677847287454,0.11488735117444115,0.005777918834031587,0
120,4.073113351716332,9,91.84292298187353,0.05210731905083879,0.1571850552417827,0.04102958946620741,0
121,4.130756326702688,12,69.61663841132194,0.003085790430807245,0.042739628314065685,0.03308519227406734,0
122,2.860301253066146,3,46.77766754883342,0.0678978493038042,0.13522100516287036,0.04284176748615882,0
123,0.8660695128885489,14,35.6381804403448,0.016281504967686378,0.034258991564334075,0.013706018190960035,0
124,4.775278851728622,12,68.09060007530697,0.009751432564089746,0.03266732961781145,0.017898059726638233,0
125,2.852297732218973,14,59.10427630581744,0.039473435384482815,0.1856767011272615,0.04669329714231244,0
126,0.7860125762871064,2,54.16745018969208,0.00028812516656145926,0.09513756360219175,0.010885625648907576,0
127,136.71104258847032,801,1.9678618802848045,0.9041681998416513,0.9409877775703037,0.21577454721200878,1
128,1.798837489581151,4,64.52461122847882,0.06732464393545316,0.09148861117397765,0.020084844637988826,0
129,4.762618598227364,4,51.5189521097359,0.09349944318387654,0.19520653972004076,0.014323686887229181,0
130,1.724653117534832,7,67.82598841952235,0.07151864547802413,0.026585608541596528,0.023200021409821317,0
131,0.6142386004715519,9,103.85492149028282,0.04430593623304211,0.12614348889838586,0.005951065224657054,0
132,0.5647706988339014,12,104.80477911307719,0.05320216789842518,0.15362563567617646,0.012277531297224554,0
133,2.004097508676324,8,50.61373408795932,0.06172188058779008,0.05870695849173209,0.04497062610836627,0
134,0.5494812289631621,7,42.07454884527817,0.08918931032565626,0.07232941896820891,0.031055316245510153,0
135,4.009439956359307,13,81.4081311184736,0.0949071196314844,0.11672100740161995,0.026733046153776193,0
136,2.055502774957384,1,93.80691233385171,0.059023265915089274,0.07680852767822009,0.02251384052207954,0
137,0.8911412963934067,5,41.84431828833071,0.07894321941951912,0.11971902148093416,0.011519331969294472,0
138,1.0268015739242264,13,24.459490837296155,0.031654966526787,0.11055247360671663,0.030706658809375904,0
139,2.113095778449227,14,70.68384318204826,0.08658201652223552,0.10258443295495315,0.031248987418801763,0
140,0.6094218489415423,13,98.38426767676738,0.03927937758093434,0.0480141480975133,0.008593825606796213,0
141,3.3246862388213803,9,45.81732541911692,0.05810150933751095,0.002098728227988889,0.041182279737654544,0
142,4.525485021023411,14,76.27116990223392,0.06163144922328964,0.148947345565842,0.021560524243216445,0
143,0.6372511247257224,7,75.781322551107,0.014817792822994547,0.009357168994353704,0.04129704595559591,0
144,0.8175593633019342,13,38.13192799255052,0.012535647579238564,0.09088063089599058,0.002725596371891315,0
145,2.480686221828206,13,84.01682238281661,0.0895726725926173,0.11532280142594356,0.032078428334249724,0
146,3.2339518335564725,14,79.57507281889568,0.08237780901011653,0.055883176835214404,0.026170359253373594,0
147,2.5287771713185947,5,79.02855429531597,0.07867083407073092,0.03883257380921645,0.016899077523491807,0
148,2.8345577978451475,10,105.14486375512654,0.03677336508051099,0.10126606187085357,0.02053546226958331,0
149,3.1905499046498833,12,116.16657359548132,0.03773136614063236,0.10439060069571278,0.004875384623193763,0
150,141.01167929112054,861,0.24923012637824948,0.8198296837092562,0.9558639241708163,0.45960959305979354,1
151,4.309035312805332,7,110.03212680742715,0.08525849549383428,0.16707450605684923,0.046881988997895106,0
152,2.527448608895421,14,109.7186340964619,0.09962622865248769,0.16119578017351677,0.02021208210535196,0
153,0.884063592471956,2,88.52980161158733,0.014381435031481371,0.05561990301327129,0.03444052517949935,0
154,3.750201193350466,12,98.23883294600873,0.006980065461462893,0.13515225857904475,0.020917290374687904,0
155,3.1939631788866647,3,106.92596246510526,0.05832574924561156,0.11251104025460948,0.04558629384563879,0
156,4.550083888316473,1,96.25963946941752,0.055187713642118566,0.05072255417194165,0.044987153920443584,0
157,2.100527224092271,7,54.17824047367617,0.002052081472932521,0.11880989311336224,0.0051608324439499816,0
158,316.5450553584528,498,0.3251224118628302,0.834903093155116,0.7149223348715776,0.1502328410840643,1
159,1.7991218154681494,13,24.416193617783126,0.021970679039140042,0.08719903611411717,0.011016369671879129,0
160,2.2660029834018593,11,101.66821754507181,0.0729234742913643,0.06300207447534632,0.04933438058085121,0
161,4.614853756662319,4,84.44702771210336,0.09423834540022769,0.06321553676865281,0.013277879900620682,0
162,1.7303318236881782,9,47.64416905833961,0.06649945162377738,0.12454645645856666,0.012544515826705238,0
163,0.7035228000974213,5,60.94778530052039,0.00422917492226812,0.1200562921056074,0.033467849212037416,0
164,2.105389970121152,7,118.12363743443039,0.013911584889108753,0.11086749486806897,0.008856357209912702,0
165,300.41609479384135,316,1.0210405225976893,0.8973848457344877,0.7970681957387756,0.36893930705714595,1
166,2.9923442798059434,6,99.16999884533517,0.020444057394954685,0.13307304168378087,0.020394480425364004,0
167,0.6414313355903041,5,82.79500527726358,0.09745918113353297,0.04310015177351021,0.046109596402564214,0
168,4.397287502751837,2,54.3663192609103,0.0772301015165343,0.1322281356857393,0.042283367454938575,0
169,4.432505349031318,10,112.92573980072292,0.07894094219135857,0.1284173014704798,0.03142034788204949,0
170,3.5812902764924566,10,85.96293663947422,0.024952436683824866,0.15316580784698197,0.0336377993123462,0
171,4.651247215297831,8,66.66077846972158,0.04631147138375115,0.028592175520150434,0.040859552536332056,0
172,1.9533041282356067,2,94.34237860766093,0.054450576904922804,0.10365523528952927,0.029325589051872436,0
173,3.403277556842524,6,44.85802577149421,0.08960751117945734,0.15684123487305338,0.005401447874578963,0
174,2.208615836752701,11,25.774105186917378,0.09535350978515089,0.0699708768361709,0.022209197396075214,0
175,3.0645035819209245,14,86.52921019780553,0.03907551523296371,0.023291786096342505,0.03564411846723683,0
176,4.444941211962552,2,68.5358983159887,0.042477153042505295,0.12109625010518908,0.008595627886355218,0
177,3.39088675192842,11,58.76735947503942,0.03369647257174565,0.156037853696599,0.015702190345921626,0
178,0.5227771273079841,8,27.641685943805143,0.08639615807350103,0.10462860413943305,0.04756984309895531,0
179,1.1341590123864318,8,31.982900201764636,0.018280723665690047,0.047416941703468024,0.004212768870898565,0
180,3.936226073718924,13,69.1931100105729,0.07026402058582289,0.09460550066860414,0.028449159715206142,0
181,4.109886413393179,1,117.41646286280155,0.027843940825043458,0.18970058864363895,0.03413263025220995,0
182,1.2891707538055233,4,83.25441099658279,0.005522252074302847,0.1176187275210894,0.03823881210625446,0
183,4.2459918836018975,9,83.20154860204184,0.0719791453354686,0.13161651694983809,0.018697356723953375,0
184,3.2302177087228516,1,105.18412368739476,0.006314029292739132,0.07702052056460594,0.011982289247877831,0
185,3.597810783924812,4,30.09411999775215,0.00031409060481221165,0.16154356399629594,0.02534998100716737,0
186,4.494668822412349,7,21.340262643216562,0.06771524124576737,0.09687823712016985,0.005407750728667837,0
187,2.756823326092398,6,47.379130751410656,0.02755479392194834,0.1308320308572197,0.04264631919272907,0
188,3.0183814908869806,10,35.158429286987996,0.013843549332939431,0.08741030436843754,0.04932437007858648,0
189,3.6825738544102937,9,101.67232025585446,0.027845754637357303,0.14845870763405256,0.000683084273530471,0
190,1.6607373247182002,1,82.92988060107362,0.09473952495864468,0.021411435710837215,0.043872606330158444,0
191,1.2026866881478566,3,55.61856471175942,0.04941476706378827,0.14793657955262163,0.003446393906732431,0
192,3.4933874931329005,3,41.85098343541303,0.09425459396769054,0.06382469796409251,0.005596728906739463,0
193,1.5398365846463213,6,87.73873215187169,0.09492006931808915,0.05453012946249694,0.0044783012158155335,0
194,1.190081314022361,2,102.0012629119356,0.09584978356677402,0.16392191061315997,0.0422506118577888,0
195,1.7253829693371603,4,119.61229496394411,0.06912118093865403,0.18160301787499486,0.046482480385066416,0
196,4.127905759068776,2,100.73960303399514,0.0076635806475248815,0.02391239955041129,0.0049614798047323385,0
197,1.293741439278005,3,79.59888421834819,0.09030937278765383,0.03321497046670274,0.02751756394193755,0
198,368.6640923991595,970,0.9340357330434834,0.7189549290580679,0.9158623156525448,0.3168108278665519,1
199,0.6295220434100254,7,52.30111983862138,0.059480321467778964,0.12289715550232626,0.0031939883715451423,0
200,443.3321727123699,328,0.3804558616402751,0.9416488138096732,0.8732099150049245,0.3541059949436324,1
201,1.1247222769223457,13,81.3777418815699,0.07850977140957077,0.17975757794746955,0.034789748347037276,0
202,3.793972738151323,8,43.52355848019848,0.0022026921223817,0.025271296262902122,0.017828566297540954,0
203,2.0900850261172375,2,99.39897163680061,0.05533790161267074,0.10232771650380282,0.041820779828992835,0
204,3.668358956446506,9,85.61340180205806,0.08849643081805879,0.15126685391657735,0.02576525939971884,0
205,2.3666877605194934,6,95.74818847894174,0.02146678639725368,0.005568781515482679,0.047188905568418454,0
206,4.097371455360406,4,104.20744373985792,0.0984234499234434,0.14718359071039774,0.008530056231082217,0
207,352.41975730808826,415,0.2636136597933587,0.8082418934134008,0.9674465232772542,0.4763505069978836,1
208,2.7248913711616165,11,33.13494081449067,0.09524671166878468,0.13255925484194434,0.04683622779267451,0
209,0.7034840154778523,2,48.24308986865117,0.06252047695304423,0.13044707062648817,0.005711856929569792,0
210,4.61680655480645,2,73.10853448852428,0.06742588420064992,0.1457572444513152,0.041872479754173096,0
211,1.7090481172322574,3,56.226808709859114,0.05015756999179484,0.02610091192748796,0.025913986034435555,0
212,1.316459457904088,7,79.30145003605978,0.0024966222120057172,0.08181702972697524,0.011620202310720657,0
213,4.4081058915406075,5,69.14181775285567,0.023079465392653178,0.13986789325052862,0.022898160724476774,0
214,2.03361593113858,4,93.99863866856118,0.015732628000182824,0.18935120703474065,0.0013433827022467648,0
215,2.7618669189733644,5,70.85792894475784,0.07321226068429558,0.11225113561498481,0.016314107578447323,0
216,1.2689941432552962,7,23.264567754566862,0.069662727121739,0.0933456187535901,0.03784638296707207,0
217,4.931785395330506,10,58.423962013738134,0.07478385744120718,0.0014668301672360552,0.009375222855949017,0
218,2.942259995064183,6,33.887132639651696,0.08615137072268936,0.08907730519557444,0.010657105965696835,0
219,1.076206275309976,3,93.96713007267637,0.04193896116669717,0.17888087772970146,0.01864999177834315,0
220,2.7641131636103946,4,20.187988352491065,0.08960407996572191,0.08811470560246147,0.00019185727539004495,0
221,0.8840735063538974,6,33.578904706393715,0.0013698550408914546,0.08273573579705207,0.00694844959433123,0
222,4.35420428534745,13,37.83725843073299,0.0818026749138693,0.02648092269929092,0.025100409886959107,0
223,125.69543034285036,257,0.4461726690579497,0.9737815080649331,0.7625769470558141,0.4983974596402799,1
224,1.187866126329494,7,53.040800387577384,0.026760079886170754,0.14647768931951097,0.01282065138494709,0
225,4.078337876459166,12,81.1940505337331,0.02044608860547118,0.14202295326745587,0.02630412592087015,0
226,4.201702522968462,4,25.385820699802615,0.02248902168159125,0.08763534333327105,0.04620364944228416,0
227,2.8945106836939205,13,21.800008894521497,0.052159939601135824,0.11021019065898648,0.0023496250501558735,0
228,3.214184492598747,13,119.46486415599979,0.01555714368693023,0.03623437017000402,0.013255662520757439,0
229,109.99363291273978,691,1.7740854888939237,0.9258542425274152,0.8185429444273578,0.17315722122746746,1
230,2.3467231536603337,10,101.87350040742702,0.004300695186693948,0.1844734969340206,0.016305392625628672,0
231,1.2965471792453607,4,88.166948240162,0.09240268704257329,0.19535887456551726,0.040428526707369516,0
232,4.6484340576040255,13,83.49600455910331,0.09363211539691568,0.11778661498911283,0.042666460827939394,0
233,1.509211892572519,9,102.51321959287039,0.0994981369325093,0.016546807924734154,0.0030712564629916343,0
234,4.133480698238282,2,102.93324051412837,0.03302427793364054,0.14988520119616175,0.0028081004951656554,0
235,0.910790045537601,9,57.6914164736372,0.06159119156767212,0.01863922391253894,0.0026890982088688953,0
236,4.033291826268561,10,53.722713275542034,0.09167916907023352,0.1739212164949555,0.010329050811089042,0
237,0.5248495270562108,13,87.15584436130374,0.04754066078500738,0.11798957656036176,0.03916077273283394,0
238,2.5790261163985972,10,102.9017732545491,0.04438591884213011,0.09566709633411118,0.006461190005137469,0
239,1.6645099172000761,3,65.68586448803686,0.00827154615243535,0.187778992008255,0.04061953620930755,0
240,0.6839087731991549,10,30.63437262557746,0.07129600078588058,0.027603097404010346,0.01709328843990755,0
241,3.2527433580545853,4,81.49782403411324,0.004540328146869255,0.13161099677224417,0.010352854169151644,0
242,2.729710922927893,5,20.608874823983907,0.031168982851504146,0.13251358354775702,0.022696306821089796,0
243,2.896652446482136,1,33.16934384720385,0.07146412749087243,0.1460984954964599,0.030753231492890568,0
244,0.5819982154319738,9,89.54156483280532,0.03617102548595807,0.15944221451575258,0.036255557996665806,0
245,447.740920396939,408,0.3443949588472661,0.7055593700782999,0.952226405781247,0.11484532798492092,1
246,3.878919805061738,5,117.96467150338835,0.04353242214552362,0.1395432615106586,0.01978888398302154,0
247,4.72253205569467,13,66.97437629906838,0.020795635928938995,0.05909358492535186,0.04807072702118195,0
248,2.7429898951807576,7,64.98422079725592,0.05318890790075142,0.07983335890220392,0.0462154783526279,0
249,2.303433773938967,6,80.687734157693,0.06761253975882903,0.15632651161064945,0.0246046005175049,0
250,181.14129549114608,314,0.5428617285521065,0.8931159418974838,0.8155585139461174,0.4272582324511206,1
251,1.2754394204073343,14,23.111559991735767,0.021002934951628163,0.07797994925821612,0.010300283927601996,0
252,4.16558624104122,7,63.85384885374355,0.02315484359650488,0.10473268321092216,0.02809676267598317,0
253,2.7426549773276587,6,30.125991461515895,0.09335710834576481,0.011821164175130905,0.025697772334535404,0
254,1.7459494166624168,5,43.27631471012887,0.07425308328404215,0.13332341697587446,0.04065313986070601,0
255,2.133870333793858,12,102.45348080870322,0.012149539108776542,0.014927686215885761,0.02886080365044751,0
256,1.2236362313787439,3,47.93677139347164,0.04813333765356649,0.1399379818117417,0.006851045501816033,0
257,3.0896338004414554,11,92.34047656122863,0.07624828844755531,0.08619678038416441,0.004355464473071702,0
258,2.5951910815960706,10,83.6070763729825,0.0839816162145531,0.1296471794764194,0.03166316008047052,0
259,4.95727313900303,13,37.825246690464155,0.005189529951841088,0.084000814816281,0.010956303233540044,0
260,2.249047803602669,8,102.18064439010868,0.09301709654384246,0.07530605755785967,0.012178556293231597,0
261,2.97287997045681,2,112.26230580877896,0.08793410201765281,0.1518173865111277,0.0248626943295439,0
262,3.9235327187760385,7,36.17642113521096,0.06477131710629215,0.024680163041119287,0.023860003970898064,0
263,4.86261694973916,12,42.02253013773151,0.05466852550992888,0.063596510268067,0.022178167274925137,0
264,4.3912506931477395,9,84.26746576724236,0.07428249749063164,0.16840313230134882,0.019663074254960763,0
265,2.1962499324120843,1,73.15994646044308,0.0374480399968017,0.07195881870905989,0.045443270315950184,0
266,2.2932713047881803,14,58.53758830473618,0.031008453834275508,0.1393390222873497,0.036443490224417056,0
267,1.8562004337386393,14,77.47795542644153,0.00453192789608946,0.039039432914376504,0.02437031515504038,0
268,1.626093041740679,12,108.14507796750213,0.0826746768026247,0.05713991880895291,0.00361384737865883,0
269,4.661121282253532,4,52.35003949114738,0.06428189148001744,0.05901446985286188,0.034325697152162625,0
270,1.104866046225384,4,117.0766206474783,0.0697275419053857,0.03610364567848472,0.03576905085893276,0
271,4.408696076852571,6,22.203516029750418,0.09147311149565036,0.03381235568794325,0.04491776375838327,0
272,1.8038815381119562,4,42.361443449631125,0.05438057278662374,0.01110500656183011,0.011653640594541749,0
273,0.7045087115365605,6,29.756251023929973,0.014394191357223085,0.10472010943052235,0.042800053744657646,0
274,1.1689822748890082,8,117.7452117990368,0.08491790055017043,0.06622929783282996,0.00532058814514223,0
275,2.937353965973901,8,92.5716463219949,0.09761869749880837,0.08810783197459895,0.036110804933682315,0
276,3.8902018336652375,9,28.642461076254648,0.0877984496984835,0.06746219083024552,0.037400803834970124,0
277,1.7597025362567429,13,85.75603127780231,0.03526026059288582,0.15619277272888707,0.018019702002705563,0
278,1.0223268822811231,6,103.99639802821825,0.05904310898226933,0.10009546317334364,0.04061630901235308,0
279,4.955242325469185,8,31.395663471431718,0.08946427975776346,0.02791977347196002,0.03273626742492215,0
